전통주명,도수,규격,주원료,제조사,가격,주종,판매 url,정보,맛,안주,,,,
르깔롱,16,500ml,"정제수, 주정, 고과당, 죽력, 메론후레바, 레이지라임, 코코넛향, 윌튼스카이아이싱칼라",추성고을,"￦35,000 (가격은 판매처 별로 상이할 수 있습니다)",리큐르주,http://kcapple.nonghyup.com,"거창 사과 원예 농협에서 생산하는 ‘산내울 복분자주’는 해발 600m 이상에서 자란 청정 복분자를 원료로 한 리큐르주다. 복분자의 붉은 빛깔을 그대로 담고 있으며, 향과 맛이 잘 어우러져 거창군을 대표하는 특산물로 자리하고 있다. 엄격한 생산과정과 품질을 관리하며 저온 발효탱크에서 발효하여 복분자의 효능뿐 아니라 특유의 아름다운 색과 향을 구현하고 있다.","단맛:4, 신맛:4, 청량감:3, 바디감:3",없음,,,,
녹고의 눈물,16,500ml,섬오가피,토향,"￦23,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르주,https://chusungju.modoo.at/,"르깔롱은 추성주로 22대 대한민국 식명인에 지정된 양대수 명인이 출시한 젊은감각의 전통주이다. 담양대나무죽력과 멜론, 코코넛향 등 첨가물들의 어울림으로 다양한 맛과 향이 있는 조화로운 리큐르주이다. 오렌지주스나 에너지음료 등으로 다양한 칵테일을 만들 수 있는 메인주류로써 풍부한 향과 풍미가 있는 술이다. 국내 클럽에서 주로 판매되는 수입주류를 대체할 수 있는 최초의 클럽용 전통주로써 위축된 전통주 시장을 활성화 시킬수 있는 발판을 마련했다.","향:4, 바디감:4, 목넘김:4",디저트:열대과일,,,,
"동백꽃, 제주",16,365ml,"동백꽃잎, 정제수, 포도당 효모",제주본초협동조합 왕지케양조장,,기타주류,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075514,"녹고의 눈물은 5년 이상된 제주도의 섬오가피 뿌리만으로 순수 발효한 오가피 발효주이다. 물, 바람, 불이 만들어 낸 생명의 약초 섬오가피는 제주도의 10대 약용작물 가운데 하나이다. 알코올 도수 16도로 마시기에 부담 없는 술로 감미, 산미, 신미, 청량미가 적절한게 조화를 이루고 부드러운 점성과 바디감을 느낄 수 있다. 최근 애주가들에게 큰 주목을 받고 있는 제품이다.","향:2, 바디감:3",해산물:생선조림,,,,
꿀샘 16,16,375ml,"정제수, 주정, 설탕, 천연꿀, 생강, 구연산",농업회사법인 주식회사 술샘,,리큐르주,https://jejucoop.modoo.at/?link=411ziq69,"화학적 색소없이 오직 동백꽃의 붉은 색으로 색을 낸 동백꽃, 제주는 제주 붉은 누룩으로 발효하여 만들었다. 3대째 내려오는 전통방식으로 주정을 전혀 첨가하지 않고 45일동안 자연발효한다. 은은한 자연탄산의 기포를 가졌으며 마치 인삼주같은 쌉싸름한 맛과 달달한 동백꽃 향을 동시에 느낄 수 있다.",,육류:흑돼지,,,,
티나(TINA),16,750ml,딸기(국내산),추성고을,"￦54,000 (가격은 판매처 별로 상이할 수 있습니다)",리큐르주,http://www.sulseam.com,"천연 벌꿀을 넣어 만든 꿀 리큐르로, 적당한 단맛과 향긋한 벌꿀향이 난다. 생강을 침출해 넣어 맛의 단조로움을 없앴다. 도수에 비해 목넘김이 부드럽고 은은하다.",,"디저트:과일샐러드, 가래떡",,,,
술샘16,16,375ml,"쌀(국내산), 오미자(국내산), 주정, 정백당",술샘,￦54000 (가격은 판매처 별로 상이할 수 있습니다),리큐르주,https://smartstore.naver.com/cs3011/products/4694771979,"티나는 추성주로 22대 대한민국 식품명인에 지정된 양대수 명인이 출시한 젊은감각의 전통주이다. 국내산 신선한 딸기와 담양의 명품 대나무에서 나온 죽력을 원료로 만들며 주종은 리큐르로 분류된다. 딸기향과 맛이 풍부하고 온더락, 칵테일 등으로 마실 수 있는 파티용 술이다.","향:4, 바디감:5, 목넘김:4","디저트:캐러멜, 케이크",,,,
산내울 오미자주,16,750ml,"오미자, 설탕, 주정, 정제수, 과당",,"￦20,000(가격은 판매처 별로 상이할 수 있습니다)",리큐르주,http://www.sulseam.com,"술샘16은 국내산 오미자 100%를 증류주에 침출하여 향이 살아있게 만든 술이다. 오미자 특유의 5가지(단맛, 신맛, 쓴맛, 매운맛, 짠맛) 신비한 맛을 그대로 느낄 수 있다.",,"디저트:샐러드, 치즈",,,,
주몽복분자주,16,375ml,"국내산 쌀, 국내산 복분자",농업회사법인(유)술소리,"￦5,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르주,http://kcapple.nonghyup.com,"거창 산내울 오미자주는 해발 600ｍ 이상 고지대에서 자란 청정 오미자를 원료로 사용한다. 고지대로 병충해가 거의 없어 농약을 치지 않고 재배한다. 주원료인 오미자는 단맛, 신맛, 매운맛, 쓴맛, 짠맛 등 5가지 맛을 지닌 약재로 항산화 기능이 뛰어난 ‘안토시아닌’ 물질이 많아 피부미용, 노화방지, 골다공증 예방에 효과가 있다.","단맛:2, 신맛:3, 청량감:3, 바디감:2",없음,,,,
신선주,16,750ml,"쌀, 능금, 신선초, 천궁, 구기자, 당귀솔잎, 대추, 인삼",용두산조은술,"￦19,000(가격은 판매처 별로 상이할 수 있습니다.)",기타주류,https://sulsori.modoo.at/,"순하고 부드러운 주몽 복분자주는 주정(소주)을 사용하지 않은 100% 전통발효주로서 특허받은 제조 방법으로 빚었다. 복분자의 참맛을 느낄 수 있는 국내유일의 순수 발효 복분자주이다. 호주, 일본, 중국 등으로 수출하여 세계인으로부터 사랑받고 있는 제품이다.","단맛:3, 신맛:1, 청량감:1, 바디감:3",디저트:케이크,,,,
설련주,16,750ml,"백련, 찹쌀, 멥쌀, 누룩",영농조합법인 석전상온전통주가,,살균약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100078069,"오래전부터 약주를 장기간 복용하게 되면 늙지도 않고 머리가 검어지며, 동안이 되어 결국에는 신선처럼 된다는 전설이 내려온다. '신선주'에는 능금, 신선초, 천궁, 구기자, 당귀솔잎, 대추, 인삼 등 몸에 좋은 다양한 약재가 들어가 있다. '신선주'는 건강 증진의 목적과 함께 전염병에 대한 예방과 치료, 성인병으로 상징되는 혈환관계 질환과 신경관계 질환에 대한 예방과 치료, 강장 강정효과, 머리와 피부를 늙지 않고 윤택하게 만들어 주는 약재들이 들어간 '약주'이다.","단맛:3, 신맛:3, 청량감:2, 바디감:4",육류:진한 불고기,,,,
서주 16%,16,400ml,"백미(국내산), 감자(국내산), 누룩, 효모, 정제수",오대서주양조,"￦45,000(400ml*2병)(가격은 판매처 별로 상이할 수 있습니다)",기타주류,https://sulsori.modoo.at/,"순하고 부드러운 주몽 복분자주는 주정(소주)을 사용하지 않은 100% 전통발효주로서 특허받은 제조 방법으로 빚었다. 복분자의 참맛을 느낄 수 있는 국내유일의 순수 발효 복분자주이다. 호주, 일본, 중국 등으로 수출하여 세계인으로부터 사랑받고 있는 제품이다.","단맛:2, 신맛:4, 청량감:2, 바디감:3",육류:불고기,,,,
경주교동법주,16,900ml,찹쌀(국내산),교동법주,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다.)",약주,http://www.pcwine.co.kr/main/index,'서주'는 감자술을 한자로 적은 이름이다. 일반 감자술 제품을 좀더 숙성 시키고 고급스러운 도자기에 담아낸 프리미엄 제품이다. 국내 유일의 감자를 주원료로 만든 약주이다. 강원도의 특산품 감자를 발효시켜 빚은 술로 감자와 곡물이 어우러져 은은한 향이 풍미를 더해 준다. 2018년에는 평창동계올림픽성공을 기념하기 위해 청와대 명절선물로 선정되기도 했다. 강원도 오대산에서 흘러내린 맑은 물 오대천과 고랭지에서 재배한 최상급 감자가 만나 강원도를 대표하는 '감자술'이 빚어졌다.,"단맛:3, 신맛:2, 청량감:3, 바디감:3",전/무침:감자전,,,,
김천과하주 16%,16,700ml,국내산 찹쌀,김천과하주,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,www.kyodongbeobju.com,국산 찹쌀과 밀누룩만을 사용하는 이양주인 교동법주는 밑술과 덧술의 발효와 저온 숙성 기간에 100여일이 소요되는 17%의 발효생주이며 숙취가 없고 맑고 투명한 미황색 빛깔에 향긋하고 달큰하며 찰기로 느껴지는 점도가 있는 앉은뱅이술이다.,"단맛:4, 신맛:2, 청량감:2, 바디감:3",매운음식,,,,
해남진양주,16,375ml,국내산 찹쌀(해남),해남진양주,,약주,https://gwahaju.modoo.at/,과하주는 조선초기부터 만들어져 왔으며 옛날 궁중의 공물로 진상하였다. 또한 상류 사대부 집안의 귀빈접대용으로 즐겨 마시든 고급명주이다(금릉승람에 소개). 투명한 황갈색의 주도 16%(약주)와 23%(기타주)가 있으며 진기가 있고 독특한 향과 감미와 산미를 지닌 부드러운 전통민속명주이다. 과하주는 차게해서 마시면 특유의 청량감을 느낄 수 있어 여름을 지나는 술이라는 뜻에서 과하주(過夏酒)라 이름 붙었다.,"단맛:1, 신맛:2, 청량감:1, 바디감:4",육류:스테이크,,,,
모월 청,16,500ml,"쌀(국내산), 누룩, 정제수",모월,￦21000 (가격은 판매처 별로 상이할 수 있습니다),"약주, 청주",,진양주는 원래 조선시대 궁중에서 어주로 빚던 술로서 그 비법이 장흥임씨 집안에 전해지면서 대대로 해남전통민속주로 자리 잡게 되었다. 원료가 찹쌀인데다 보관도 어려워 서민들은 접하기 어려운 귀한 술이었다. 해남에서 생산한 친환경 무농약 찹쌀만을 사용하여 30일간 숙성을 통해 빚는 술로 찹쌀의 달콤하고 부드러운 맛과 은은한 향이 탁월하다.,,구절판,,,,
내장산 복분자주 지통1호,16,700ml,"복분자, 주정, 정제수, 설탕 등",내장산 복분자 영농조합,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다.)",약주,http://www.mowall.co.kr,모월은 단순히 전통적 방식을 재현한 약주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 100일 이상 저온 발효와 숙성으로 거쳐 달지 않고 상큼한 맛과 드라이한 끝맛이 일품이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,"단맛:1, 신맛:3, 청량감:2, 바디감:3",육류:양념된 고기,,,,
동짓달 기나긴 밤,16,500ml,"찹쌀, 맵쌀, 복분자, 전통누룩, 정제수",예술주조,￦18000 (가격은 판매처 별로 상이할 수 있습니다.),과실주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100083195,"내장산은 단풍으로 수려한 장관을 펼쳐놓기로 유명한 지역이지만, 내장산의 복분자역시 뒤쳐지지 않을 만큼 붉기로 유명하다. 이 내장산에서 오직 복분자로 승부하는 과실주를 생산하는 내장산 복분자 영농조합의 한국형 와인 내장산복분자주 지통1호. '복분자' 전문가로써, 전통적인 가양주 비법과 양조기법을 병행하여 한국형 와인의 입지를 다지고 있는 곳이다.","단맛:1, 신맛:3, 바디감:2, 목넘김:3",육류:소고기,,,,
원조소곡주,16,720ml,"찹쌀(36%), 누룩(3%)",원조소곡주,"￦12,000 (가격은 판매처 별로 상이할 수 있습니다)","약주, 청주",http://www.ye-sul.co.kr,쌀과 복분자를 원료로 하여 빚은 전통방식의 약주이다. 복분자 고유의 풍미를 그대로 느낄 수 있으며 레드와인을 연상시키는 고운 색이 특징이다. 전체적으로 드라이한 맛에 신맛과 단맛을 살짝 느낄 수 있다.,,"육류:장어, 고등어구이",,,,
천비향 오양주 약주,16,500ml,"국내산 쌀, 누룩",좋은술,"￦41,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,http://www.원조소곡주.com/,한산소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어나다.,"단맛:3, 신맛:1, 청량감:4, 바디감:2",디저트:모시떡,,,,
청진주,16,375ml,"찹쌀, 누룩, 정제수",전통주연구개발원,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113477,천비향 오양주 약주'는 시중에 출시되어 있는 전통주와는 원료와 제조방법에서 완전히 차별화를 기하고 국내산 누룩과 1등급 평택 슈퍼오닝쌀만을 이용해 오양주로 빚고 100일간의 발효과정과 9개월간의 장기 저온숙성 과정을 거쳐 탄생한 프리미엄 약주이다. 인공감미료 및 방부제는 사용하지 않은 순수 쌀과 누룩만으로 빚은 건강한 술이다. 술의 숙성기간이 길어지면 술의 향과 맛이 깊어지는데 '천비향 오향주'는 오감을 자극하는 풍부한 풍미가 일품이다,"단맛:4, 신맛:3, 청량감:1, 바디감:3",없음,,,,
오메기 맑은술,16,500ml,"좁쌀, 햅쌀, 정제수, 누룩",제주고소리술익는집,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,http://전통주연구개발원.kr/,"청진주'는 경기도 가평의 청정지역에서 좋은 쌀과 물을 사용하여 100일 이상 저온에서 발효와 숙성을 통해 완성된 술이다. 인공첨가물 없이 전통누룩만을 사용하여 발효하여 향과 맛을 낸 술이다. 잡내가 없고 단맛이 적으며 깔끔한 목 넘김에 술을 마시고 나서도 입에 남는 잔향이 경쾌한 술이다,","단맛:2, 신맛:2, 청량감:1, 바디감:1",해산물:새우 소금구이,,,,
청양둔송구기주,16,700ml,"쌀, 누룩, 구기자, 감초, 두충껍질",청양둔송구기주,"￦23,000(700ml*2병)(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113496,"제주도는 지정학적 특성상 논농사를 많이 지을 수 없어 쌀이 귀했고 대신 차조로 술을 빚어 왔다. 제주도의 특산품인 문고리처럼 생긴 떡을 쪄서 밑술을 하는데, 그 떡을 오메기떡이라해서 '오메기술'이라고도 불린다. 오메기는 좁쌀(차조)을 일컫는 제주도의 방언으로 누룩과 함께 발효시켜 윗부분의 맑은 술만을 떠내 숙성시킨 술이 '오메기 맑은술'이다.","단맛:4, 신맛:3, 청량감:2, 바디감:3","해산물:성게알 요리, 방어회, 참치회",,,,
예담은 한산소곡주,16,750ml,"찹쌀, 멥쌀, 누룩, 대두, 구절초",한산예담은소곡주,"￦12,000(가격은 판매처 별로 상이할 수 있습니다.)",약주,https://dunsong.modoo.at/,충남 청양의 둔송 구기주는 운곡면 광암리 하동 정씨 10대 종부인 임영순 명인의 손끝에서 빚어지는 명주이다. 구기주란 명칭은 한약재인 구기자를 주원료로 사용한데서 비롯되는데 조선시대 실학자 홍만선의 ‘산림경제’와 서유구의 ‘임원경제지’에서도 구기주로 표현하고 있다. 둔송 구기주는 임명인까지 10대째 종가에서 빚는 가양주이자 지역 명주로 사랑받고 있다. 임명인은 58년 21세에 시집온 이후 51년 동안 구기주를 빚고 있다. 지난 96년 농림수산식품부의 식품명인 11호로 지정된데 이어 2000년 충남 무형문화재 30호로 선정됐다.,"단맛:3, 신맛:1, 청량감:1, 바디감:4",육류:양념된 고기류,,,,
